"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DVC2U4F8","document","2021","Rabold, Johannes; Siebers, Michael; Schmid, Ute","Generating Contrastive Explanations for Inductive Logic Programming Based on a Near Miss Approach","","","","","\url{https://arxiv.org/pdf/2106.08064}","In recent research, human-understandable explanations of machine learning models have received a lot of attention. Often explanations are given in form of model simplifications or visualizations. However, as shown in cognitive science as well as in early AI research, concept understanding can also be improved by the alignment of a given instance for a concept with a similar counterexample. Contrasting a given instance with a structurally similar example which does not belong to the concept highlights what characteristics are necessary for concept membership. Such near misses have been proposed by Winston (1970) as efficient guidance for learning in relational domains. We introduce an explanation generation algorithm for relational concepts learned with Inductive Logic Programming (<span style=""small-caps"">GeNME</span>). The algorithm identifies near miss examples from a given set of instances and ranks these examples by their degree of closeness to a specific positive instance. A modified rule which covers the near miss but not the original instance is given as an explanation. We illustrate <span style=""small-caps"">GeNME</span> with the well known family domain consisting of kinship relations, the visual relational Winston arches domain and a real-world domain dealing with file management. We also present a psychological experiment comparing human preferences of rule-based, example-based, and near miss explanations in the family and the arches domains.","2021-06-15","2021-11-22 11:44:03","2022-08-06 05:00:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFDM2NRP","journalArticle","2021","von Rueden, Laura; Mayer, Sebastian; Beckh, Katharina; Georgiev, Bogdan; Giesselbach, Sven; Heese, Raoul; Kirsch, Birgit; Walczak, Michal; Pfrommer, Julius; Pick, Annika; Ramamurthy, Rajkumar; Garcke, Jochen; Bauckhage, Christian; Schuecker, Jannis","Informed Machine Learning - A Taxonomy and Survey of Integrating Prior Knowledge into Learning Systems","IEEE Transactions on Knowledge and Data Engineering","","1041-4347","10.1109/TKDE.2021.3079836","","","2021","2021-11-22 11:44:03","2022-08-06 05:00:50","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXVH2KP4","book","2011","","Encyclopedia of machine learning: With 78 tables","","978-0-387-30768-8","","","","","2011","2021-11-22 11:44:03","2022-08-06 05:02:55","","","","","","","","","Springer reference","","","","Springer","New York, NY","","","","","","","","DOI: 10.1007/978-0-387-30164-8","","","","","","Sammut, Claude","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YENSYJKE","journalArticle","2012","Sa-ngasoongsong, Akkarapol; Bukkapatnam, Satish T.S.; Kim, Jaebeom; Iyer, Parameshwaran S.; Suresh, R. P.","Multi-step sales forecasting in automotive industry based on structural relationship identification","International Journal of Production Economics","","0925-5273","10.1016/j.ijpe.2012.07.009","\url{https://www.sciencedirect.com/science/article/pii/s0925527312003167}","","2012","2021-11-22 11:44:03","2022-08-06 05:02:52","","875–887","","2","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3I3F7T5","journalArticle","2011","Schmid, Ute; Kitzelmann, Emanuel","Inductive rule learning on the knowledge level","Cognitive Systems Research","","13890417","10.1016/j.cogsys.2010.12.002","","","2011","2021-11-22 11:44:03","2022-08-06 05:02:56","","237–248","","3-4","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GADQBKQT","book","2019","Shulman, Yaniv","Unsupervised Contextual Anomaly Detection using Joint Deep Variational Generative Models","","","","","","A method for unsupervised contextual anomaly detection is proposed using a cross-linked pair of Variational Auto-Encoders for assigning a normality score to an observation. The method enables a distinct separation of contextual from behavioral attributes and is robust to the presence of anomalous or novel contextual attributes. The method can be trained with data sets that contain anomalies without any special pre-processing.","2019","2021-11-22 11:44:03","2022-08-06 05:02:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UHM3GGK","journalArticle","2002","Takeishi, Akira","Knowledge Partitioning in the Interfirm Division of Labor: The Case of Automotive Product Development","Organization Science","","","10.1287/orsc.13.3.321.2779","","Drawing on an empirical study on automakers' management of supplier involvement in product development in Japan, this paper shows that when the design of a component is outsourced to a supplier, ho...","2002","2021-11-22 11:44:03","2022-08-06 05:03:01","","321–338","","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR29D6HF","journalArticle","2020","Wang, Xinyi; Zeng, Deming; Dai, Haiwen; Zhu, You","Making the right business decision: Forecasting the binary NPD strategy in Chinese automotive industry with machine learning methods","Technological Forecasting and Social Change","","00401625","10.1016/j.techfore.2020.120032","","","2020","2021-11-22 11:44:04","2022-08-06 05:00:53","","120032","","","155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP3DBBQY","book","2000","","Market Segmentation: Conceptual and Methodological Foundations","","978-1-4613-7104-5","","","","Modern marketing techniques in industrialized countries cannot be implemented without segmentation of the potential market. Goods are no longer produced and sold without a significant consideration of customer needs combined with a recognition that these needs are heterogeneous. Since first emerging in the late 1950s, the concept of segmentation has been one of the most researched topics in the marketing literature. Segmentation has become a central topic to both the theory and practice of marketing, particularly in the recent development of finite mixture models to better identify market segments. This second edition of Market Segmentation updates and extends the integrated examination of segmentation theory and methodology begun in the first edition. A chapter on mixture model analysis of paired comparison data has been added, together with a new chapter on the pros and cons of the mixture model. The book starts with a framework for considering the various bases and methods available for conducting segmentation studies. The second section contains a more detailed discussion of the methodology for market segmentation, from traditional clustering algorithms to more recent developments in finite mixtures and latent class models. Three types of finite mixture models are discussed in this second section: simple mixtures, mixtures of regressions and mixtures of unfolding models. The third main section is devoted to special topics in market segmentation such as joint segmentation, segmentation using tailored interviewing and segmentation with structural equation models. The fourth part covers four major approaches to applied market segmentation: geo-demographic, lifestyle, response-based, and conjoint analysis. The final concluding section discusses directions for further research","2000","2021-11-22 11:44:04","2022-08-06 05:00:56","","","","","8","","","","International Series in Quantitative Marketing","","","","Springer","Boston, MA","","","","","","","","DOI: 10.1007/978-1-4615-4651-1","","","","","","Wedel, Michel; Kamakura, Wagner A.","","","","","","","","","","","","","","","","","","","Second Edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4GC7245","bookSection","2000","Wedel, Michel; Kamakura, Wagner A.","Model-Based Segmentation Using Structural Equation Models","Market Segmentation","978-1-4613-7104-5","","","","","2000","2021-11-22 11:44:04","2022-08-06 05:00:57","","217–229","","","8","","","","International Series in Quantitative Marketing","","","","Springer","Boston, MA","","","","","","","","DOI: 10.1007/978-1-4615-4651-1‗ 13","","","","","","Wedel, Michel; Kamakura, Wagner A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PHQU3YG","journalArticle","2008","Xia, Guo-en; Jin, Wei-dong","Model of Customer Churn Prediction on Support Vector Machine","Systems Engineering - Theory & Practice","","18748651","10.1016/S1874-8651(09)60003-X","","","2008","2021-11-22 11:44:04","2022-08-06 05:00:59","","71–77","","1","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
